,Question,Answer
1404,"Uh, oh, ok; if I step on a mine in Scranton, Pennsylvania, and die, you can have my job, ok?  Why don't you just go... away?","There are certain things a boss does not share with his employees.  His salary, that would depress them.  His bed, it---  And I am not going to tell them that I'll be reading their e-mails."
1405,So how do you search?,By keyword phrase.
1406,"Hey, what's the deal, Michael?  Why are you spying on our computers?","Oh, no, everybody; Oscar's gone crazy!  What other ghost stories do you have for us?  That I'm a robot? [robot voice]  I will destroy everything in my path-"
1407,"Oh, no, everybody; Oscar's gone crazy!  What other ghost stories do you have for us?  That I'm a robot? [robot voice]  I will destroy everything in my path-","Actually, it's just-"
1408,"Oh, what? No. That defeats the whole purpose.",So it's true?  You have access to our e-mails?
1409,So it's true?  You have access to our e-mails?,You know what the problem is?
1410,You know what the problem is?,I think I do.
1411,What?,I know!
1412,"Uhhh, ew, ew, ew... .Maybe?",It's like squishing a spider under a book.  It's gonna be really gross but I have to look and make sure that it's really dead.  Sooo... [to camera guys] If you guys see anything... ?
1413,It's like squishing a spider under a book.  It's gonna be really gross but I have to look and make sure that it's really dead.  Sooo... [to camera guys] If you guys see anything... ?,"Hey, Dwight, um, my friend is kinda into these two girls that he works with."
1414,"One is tall and brunette, and the other one is short, and blonde, and perky, and kinda judgmental.  Who do you think he should choose?",Does he have access to their medical records?
1415,Does he have access to their medical records?,Ummmm...
1416,"Meredith has an E-vite from Jim.  Barbeque at Jim's tonight.  Tonight?  Wonder where my e-vitation is.  Click on guest list.  Angela, Stanley, Oscar, Meredith, Phyllis, Kevin, Creed.  Must be... .[scrolls down list] No.","Hey, Angela-"
1417,How's it going?,It's ok.
1418,"Listen, are you bringing anyone to Jim's party tonight?",No.  Are we supposed to?
1419,No.  Are we supposed to?,"No. I mean, I don't know, I don't think so."
1420,[to Michael]  Are you gonna eat with us?,"Of course.  Hangin' with my crew, crew that I am one of.  Hangin' with my Cup of Noodles.  This is a meal in a cup."
1421,"Hot, tasty.  Reminds me of college.  Lived on this stuff.  Brain food.  Mmmm... You know what I really, really miss about college?  The parties.  Everybody'd go.  The athletes, the, the nerds, professors.",The professors would go to the parties?
1422,The professors would go to the parties?,Yeah!  They were the most fun.  We always invited them.
1423,[to cameraman] What? [looks at Dwight eating a Baby Ruth] Ohhhh... Yes!  Thank you!,Question: on the Internet there are several different options to get to your house for the party tonight-
1424,Why?,Because not everybody knows about the party.
1425,Like who?  Who doesn't know?,"Umm, Michael."
1426,Why just Michael?,Because it's a surprise.
1427,Is it?,Uh hmm.
1428,Really? That's great.,I know.
1429,You do?,"I do, yeah. Big plans."
1430,Really?,Yeah.
1431,[someone coughs] What?,I think Stanley just coughed.
1432,"Hey, Pam.  Do you need me to walk to your vehicular transport?",No thanks.
1433,"Kevin, big man, big man, what are you doing tonight?  Where are you off to?",My brother is in town and we are going to see the Alaska Film Festival at the Scien-
1434,"Hey, Angela, rushy, rushy.  Where you rushin' off to?",I'm just leaving for the day.
1435,"Yeah, well duh.  Where ya headed?",Charity.  Bake drive.
1436,"Dwight, oh ho, Dwight, Dwight, my loyal compadre.  You and I are hangin' tonight.  The two of us.  We are celebrating our freedom and our manhood.  You know what?  Why don't we watch that show that you've been wanting to watch, that stupid Battleship Galaxy.",Battlestar Galatica.
1437,"You, too, Dwight?","Have fun tonight!  Whatever it is that you're doing, and I'll see you Monday. [to the camera]  He has no idea!"
1438,"Jim!  You really think this is a good idea, huh? A hide-a-key rock?","Hey, you must be Dwight!"
1439,When is the guest of honor coming?,"Oh, uh, later-ish."
1440,Hey!  Just in time!  You wanna go on the group tour? We were just about to leave.,Definitely.
1441,"Hey, is Katy coming?","Uh, actually, I haven't talked to her in a while."
1442,"Huh, is it ok if I call her?",We can talk about that later.
1443,"Ok, Michael.  And... anybody?  How about Mary-Beth?  Come on. Ok, so you start us off Mary-Beth.",Great. [skips] La la la la la laaa...
1444,"Think about this; what is the most exciting thing that can happen, on TV, or in movies, or in real life?  Somebody has a gun. [gasps]  That's why I always start with a gun, because you can't top it, you just can't.",I'm supposed to meet my doctor here?  Have ya seen him?  He's a very angry midget.
1445,I'm supposed to meet my doctor here?  Have ya seen him?  He's a very angry midget.,"Boom!  Freeze!  Michael Scoon, FBI.  You know what you did.  Boom! Boom! Boom! [shoots at Pregnant Girl and another actor]  Yeah, you thought that you could get away with your little ruse, didn't you?  Didn't ya!?  Well, you didn't, because I know where ya hid the diamonds.  I been on to you and your little friends for weeks.  [another actor steps in]  Boom! Boom! Boom!"
1446,"Boom!  Freeze!  Michael Scoon, FBI.  You know what you did.  Boom! Boom! Boom! [shoots at Pregnant Girl and another actor]  Yeah, you thought that you could get away with your little ruse, didn't you?  Didn't ya!?  Well, you didn't, because I know where ya hid the diamonds.  I been on to you and your little friends for weeks.  [another actor steps in]  Boom! Boom! Boom!",I'm not even in the scene!
1447,Again!?,Boom! Boom!
1448,"Ok, what about the scene they set up?",Boring.
1449,Your home office?,"My home office, this is it."
1450,"You know what?  Let's just leave that image out of it, because this is a happy place.  Happy thoughts, Pam.  Happy thoughts.","Umm, [gasps] yearbook!"
1451,You wanna go over the rules one more time?,"No, no, no.  I'm looking in my wallet for money so you can tell me my fortune."
1452,"Michael, what did you tell him?",Nothing.
1453,Then why are his hands up?  Bill?,"He told me he couldn't show it to me, but he has a gun."
1454,"Angela, burger? Dog?  Havin' fun?",I got sap on me.
1455,I'm sorry guys; can we please not talk about paper?  There's gotta be something else we can talk about.,I think it's alright. Jesus drank wine. [Pam overhears]
1456,Have you heard anything about any secret office romances?,"You tell me.  Well, you do mean you and Jim right?  Oh God.  I am so sorry, I thought, you guys hang out all the time and you're talking all the time.  I'm sorry!"
1457,"You tell me.  Well, you do mean you and Jim right?  Oh God.  I am so sorry, I thought, you guys hang out all the time and you're talking all the time.  I'm sorry!",That's ok.  It's ok.
1458,How do I get to Bernie's Tavern from here?,"Oh, don't worry.  We're all gonna carpool."
1459,"So Bernie's, huh?  We're all going to Bernie's? [to camera]  Go to Bernie's?","Oh sorry, we're not going as a group, it's just a private friend who just happens to know all of us from different ways is throwing a private birthday thing."
1460,Oh by the way how's your side project going?,"Oh, yeah I gave that up."
1461,Really?,"Yeah, it turns out I was, um, just grasping at straws."
1462,"Just because two people are hanging out, it doesn't mean that they're together,  you know?  Like people can just be friends.  And I think that it was really unfair to think that there was anything else going on.","[singing]  Just turn around now, cause you're not welcome anymore."
1463,"Wow!  Who opened the morgue for this thing?  I'm just driving by, thought I'd drop in.  [to Jim] There's some wine. I would love a glass, if you're gonna open it.  Here ya go Temp, take my jacket!  [sees Sadiq (IT guy)] Oh, come on! That guy?  He is a good guy, not a terrorist.  Karaoke, I love it!  I am a karaoke fiend.  I call dibs. I got next, I got next up.  Come on, let's get this party started, ha! Ok?  Where's that wine?","Ok, yeah, this is a duet, so, need somebody else, Pam?  You wanna come up and sing this one?  Need somebody else.  Takers, please.  [singing]  Baby when I met you there was peace unknown. Kelly?  Tried to get you with a fine tooth comb.  I was soft inside, there was something goin' on.  This part goes to the, uh, girl.  You do something to me that I can't explain.  Hold me closer and I feel no pain.  In every beat of my heart, we got something goin' on.  Tender love is blind---"
1464,"Ok, yeah, this is a duet, so, need somebody else, Pam?  You wanna come up and sing this one?  Need somebody else.  Takers, please.  [singing]  Baby when I met you there was peace unknown. Kelly?  Tried to get you with a fine tooth comb.  I was soft inside, there was something goin' on.  This part goes to the, uh, girl.  You do something to me that I can't explain.  Hold me closer and I feel no pain.  In every beat of my heart, we got something goin' on.  Tender love is blind---","[singing] It requires a dedication, all this love we feel needs no conversation.  Divided, together, uh huh.  Making love with each other, uh huh."
1465,"[singing] Islands in the stream, that is what we are, no one in between, how can we be wrong?  Sail away with me...",Talk! Just talk!
1466,Do you have a question or something?,Um...
1467,"About my turban, maybe?","Nope, nope.  I actually wear a turban sometimes.  Wanna see it?"
1468,"Nope, nope.  I actually wear a turban sometimes.  Wanna see it?",Yeah.
1469,Why do you have that?,"Comedy; it's funny.  It's Johnny Carson, Karnak.  It's, um, put it back.  Huhhhh, did you have Johnny Carson in your land?"
1470,"Comedy; it's funny.  It's Johnny Carson, Karnak.  It's, um, put it back.  Huhhhh, did you have Johnny Carson in your land?","In Pittsburgh?  Yeah, but I never really watched him."
1471,"In Pittsburgh?  Yeah, but I never really watched him.",Oh. You were forbidden.
1472,Or some tea or hummus or something?,"No, thank you."
1473,"Should have done this a long time ago.  Tons of personal e-mails, huge time wasters.  Uh, uh huh.  Wow, like Kevin, rating the best bars in Scranton?  Poor Richard's number seven?  Idiot.  Stupid load.  [phone rings]  Yeah.","Hey, Michael, accounting needs your approval on-"
1474,Oh?,"Jim.  Lots of e-mails to Amazon, lots of wasted computer space.  Alright, let's get back to work."
1475,Where's your tie?,"I don't know.  Just felt like taking it off.  Man, work can be just so damn frustrating don't ya think, Jim?"
1476,"I don't know.  Just felt like taking it off.  Man, work can be just so damn frustrating don't ya think, Jim?","Uh, yeah, I guess."
1477,Oh no! Jan!?  What's goin' on?,"I don't wanna talk about it.  I just wanna hang out, just be one of the guys."
1478,"Hey babe.  Hey, how are you!?",Good.
1479,"Oh, man.  Um, could you go without me? Make something up, say I like, ate something, or...",Uhh...
1480,"Huh, huh?  You're the best.  You're the best!",I might be late.
1481,[to the cameraman] Did I miss anything?,"Five o'clock.  Time to go get my improv on. [drinks]  Little bit of the comedy juice.  Mmm.  Alright, see if you can guess what this is. [roars and flails his arms]  That is a dinosaur getting ready to go to improv class.  Just a taste of the improv."
1482,"Alright, I'll be quiet if we can make some kind of deal.  A deal?","Pow! Pow! Pow! Pow!  No deal.  Not with Michael Scarn, FBI.  Michael Scarn doesn't make deals.  Michael Scarn shoots and then asks questions later. [blows on his fake gun]"
1483,"And in this room here, if you look closely, you will find out a few clues about who lives here.  Um, he likes biking, obviously, and uh, what else?  Uh, he likes tour guides, I guess.  And if you're very perceptive, you'll notice that he didn't do a great job of cleaning his room [kicks water bottle under bed].  Ok, and uh, that's the tou-",And he's really into penguins or something?
1484,And he's really into penguins or something?,"Um, thank you, Ryan, uh, I don't know, I think I made the mistake one day of telling someone that I like penguins, and here we are."
1485,"Ok, for the next exercise, let's everyone pair up.[everyone picks a partner] And everyone got somebody?  Ok, good. [Michael is partner-less] Uh, ok, uh, why don't you go out in the hallway and go through all the rules in your head.  Ok, you take a break and sort of run through the rules in your head.  Ok, stay there.",I'll just throw out some suggestions.
1486,"Ok, you guys wanna start? [to Michael]  Don't throw out any-",They're in a whorehouse.
1487,And he's a proctologist. [to teacher] What?,"We don't need a suggestion for this one; it's gonna come from them. [to other students] It's a game called 'Yes, and?' and uh, you will say the first sentence.  And uh, you're telling a story-"
1488,"We don't need a suggestion for this one; it's gonna come from them. [to other students] It's a game called 'Yes, and?' and uh, you will say the first sentence.  And uh, you're telling a story-",First sentence is: 'I'm a proctologist'.
1489,"We're not gonna get a suggestion for this one, it's gonna come from them. [to students] Ok, you're gonna say the first sentence and then she will say yes to that and then she'll add something to the story, like you're telling a story. [looks at Michael and then students]  Oh yeah, what was he doing?  Ok, why don't you take a break?  Since you don't have a partner.","Alright, I'm ready here."
1490,"Why don't you turn it up? [Ryan moves to turn up the grill]  Uh! Not so fast... Fire Guy.  Think we need some more heat, Fire Guy?  Hey, Fire Guy, maybe we should burn Jim's house down.",That's really funny.
1491,"Well, suck it up. We all have problems. Hey, everybody, look what we have! [laughs] Nice, huh?",I've got it leveraged. Push. Straight up.
1492,"On three. Ready? Big, one, two, three.","One, two, three. [they push the tree up and it breaks through a ceiling tile.]"
1493,Did it work?,"[holds up the piece of tree he just cut off with a paper cutter] Well, sort of. Why did you get it so big?"
1494,"[holds up the piece of tree he just cut off with a paper cutter] Well, sort of. Why did you get it so big?","A, that's what she said, and B, I wanted it to be impressive. The biggest day of the year deserves the biggest tree of the year."
1495,But what are we going to do with this hacked off part?,"Well, that is a perfectly good mini-tree, Kevin. And we are going to sell that to charity. That's what Christmas is all about."
1496,"Is there anything we're missing? Phyllis, you got the lights?","Yes, I got those cute little ones. [Angela looks at her disapprovingly] Do you think I should have gotten the big ones?"
1497,"Yes, I got those cute little ones. [Angela looks at her disapprovingly] Do you think I should have gotten the big ones?",We'll see.
1498,"[comes into the conference room in a Santa hat and beard]  Merry Christmas! Ho, ho, ho, [points to Ryan] pimp. I'm kidding. What do we got, what do we got? How many plates are we getting?",Fifty.
1499,Do we have one?,No.
1500,[having trouble with a plastic tablecloth as Pam stands idly by] Will you help me?,No! No way! It... no.
1501,You wanna be Santa?,Yeah.
1502,Have you ever seen Santa?,"Yeah, I've seen Santa."
1503,Who cares?,"Well, I'm sorry. It just doesn't work."
1504,"[now wearing an elf hat and ears] Okay, everybody listen up! It is time to get your presents, wrap them, and place them under the tree like so. If you do not get your present wrapped and under the tree within the next five minutes you will be disqualified from Secret Santa. All right? No exceptions except Michael.",I got Angela. She is into these posters of babies dressed as adults. I got her one of those. I felt kind of weird buying that.
1505,You get something good this year?,I think I did a pretty good job.
1506,Yeah? Who did you have?,"Well, I can't tell you cause it's a secret."
1507,Yeah?,I spent a lot of dough. Lot of dough. Wow.
1508,"Well, there's a $20 limit, right? So .. ?",Yeah. I wanted this party to be really special so I sorta went above and beyond.
1509,"All right, let's count it down, like Rockefeller Center. Ready?","Three, two, one. [very dim lights come on the tree]"
1510,Great. Where did you get it?,I don't know. It was so long ago.
1511,Wasn't there a $20 limit on the gift? This is 400 bucks.,You don't know that.
1512,I did?,Yeah.
1513,"What? Oh, shoot. Wow. Okay, well, who cares? It doesn't matter what I spent. What matters is that Christmas is fun, right?",Michael.
1514,"Oh hey, for me. What is in here? [opens a handmade oven mitt] Oh, come on.",I knitted it for you.
1515,An oven mitt? Okay. [walks out],"So Phyllis is basically saying, 'Hey Michael, I know you did a lot to help the office this year but I only care about you a homemade oven mitt's worth.' I gave Ryan an iPod."
1516,Should we just keep opening up the presents?,We don't do anything until Michael gives us further instructions.
1517,What is Yankee Swap?,"One person chooses a gift. The next person can either choose a gift or steal that person's gift. If your gift gets stolen, then you can steal somebody else's gift or choose a new gift."
1518,Why are we doing this?,Because it's better. Because it's more special.
1519,And I have to give it to her? I don't have a choice?,"Yes, now you can steal the oven mitt, the old shirt or the shower radio or pick a new gift."
1520,Who wants to take paintball lessons? How is that better than an iPod?,I never said it was better than an iPod.
1521,"Michael keeps bragging about his iPod, but you know what? Two paintball lessons with someone as experienced as I am is worth easily, like, 2 grand.","[shooting paintball gun at target] Take that, Saddam!"
1522,Sure you don't want the teapot?,"Well, I mean, it's an iPod. But .."
1523,[after Phyllis leaves suddenly] What is she so upset about?,Maybe because you hated her present so much.
1524,You got a bonus check?,How much?
1525,How much?,"It wasn't. It wasn't that much. It was $3,000."
1526,"All right, now, you're the expert. Is this enough to get 20 people plastered?","Fifteen bottles of vodka? Yeah, that should do it."
1527,"Fifteen bottles of vodka? Yeah, that should do it.","Cool, cool. Box it up."
1528,"I bought this teapot for Pam, and I know she really wants it. So, can I trade you for it?",No trades.
1529,"Look, it has sentimental value, Dwight. Can I buy it from you?",No. I want it. I'm going to use it.
1530,So what are you going to get me instead?,"I don't know. Probably like, a sweater or something."
1531,What is that?,"This is Christmas spirit, as in spirits, booze."
1532,We can drink?,We're really not supposed to serve alcohol.
1533,"Zip it, Toby! Just .. I mean, it's a party. Come on. If I can't throw a good party for my employees, then I am a terrible boss. Who wants a drink?",Me. Please.
1534,"Does everybody know my boyfriend, Bob Vance?",Kevin Malone.
1535,"What line of work you in, Bob?","I think after I lost Culpepper and T.O it was over, man."
1536,Come on! Shaun Alexander? He's the best back in the league.,It's defense.
1537,Are you kidding? You wait.,"Anybody making out in here? [checks hallway] Not yet, give it time. Oh, hey, Ebenezer, boink. [takes picture of Jim] Okay, how's it going in here? [takes picture of Meredith and Kevin]"
1538,"Anybody making out in here? [checks hallway] Not yet, give it time. Oh, hey, Ebenezer, boink. [takes picture of Jim] Okay, how's it going in here? [takes picture of Meredith and Kevin]",We're running low on cups. Do you want me to just run out and get some?
1539,We're running low on cups. Do you want me to just run out and get some?,There should be some ..
1540,"Oh, my God! It's incredible. [Jim reaches and steals his card back before she can notice it] Is this the Boggle timer?",I didn't think you were going to get that one. I really didn't.
1541,[looking at Xeroxed butt pictures] Whose butt is that?,Mine.
1542,"Oh, how did I not guess that?",[coming out of his office] Lampshade on head! It's happening!
1543,"Oh, hello there. [Kelly leans up and kisses him] But what are you doing?",I don't know.
1544,"Oh, hey. Listen up. We're going to Poor Richard's. Who's in?",I'm in.
1545,Michael? Poor Richard's?,"Yeah, that sounds good."
1546,"Christmas is awesome. First of all, you get to spend time with people you love. Secondly, you can get drunk and no one can say anything. Third, you give presents. What's better than giving presents? And fourth, getting presents. So, four things. Not bad for one day. It's really the greatest day of all time.","Hey, Meredith. Heading over to Poor Richard's?"
1547,"Hey, Meredith. Heading over to Poor Richard's?",Yep.
1548,"Cool, cool, cool. Do you need a ride? [Meredith drops her top. Michael takes a picture] All right, let's head out. Sounds good. Do you have a coat?",Yeah.
1549,"Remember on that animated special when they taught the uh, the monster to put the star on top? That's Dwight. Dwight's the monster that we taught to put the star on top of the tree. You take his teeth out, and he could put the star on top of the tree.",Do you want me to help you with that?
1550,Do you want me to help you with that?,Yeah.
1551,Okay. Christmas lights? Good. Tinsel? Good. Star? Good.,"Dwight is... Dwight looks like Spock to me. He always wears the ears, and I always give him grief about looking like Spock, and he hates it because he has a different pair of ears that he wears to be Spock, for some reason."
1552,"Question, Pam. Is Roy coming to the party?",Yes.
1553,Are you kidding?,"Do I look like I'm kidding? [Pam shakes her head 'no'] Phyllis, stag, I assume."
1554,"Do I look like I'm kidding? [Pam shakes her head 'no'] Phyllis, stag, I assume.",I'm bringing someone.
1555,Really?,I invited someone to the party. Bob Vance. He works at Vance Refrigeration next door. That's how we met. [whispers] He's my boyfriend.
1556,"What separates humans from jungle beasts? The fact that we have rules. When humans give each other gifts, they do it properly and orderly. When bears give each other gifts they just rip open a fox carcass and present it to their mate. I prefer the human way.","Man, I really wanted that. I really wanted the shower radio, too."
1557,Thanks. I wish I could've had it. Do you wanna trade?,Yeah. Like anybody would want an oven mitt. [Phyllis gets up and leaves the party]
1558,"So, hey, you wanna trade?","Yes, totally, 'cause I was just gonna throw this out anyway."
1559,Really? You were gonna throw out a book?,Mmm-hmm.
1560,"Oh, cool. It looks really interesting. What did you end up with? [Ryan pulls Creed's old coat out of a bag] Sorry.","I didn't want anything else, so I figured at least I could give it to a homeless guy."
1561,What did you end up with?,Your shower radio.
1562,You like music at least?,I love it. I actually used to have a radio show back in the '70s.
1563,You're kidding. What was your DJ name?,Whacky-weed Creed.
1564,Sorry?,"See, that's what Christmas is all about to me, is when you see someone open a gift and you think, 'Man, I wish I got that.' I mean, that's just such a great feeling, to watch other people envying a gift that you gave to somebody else. I don't know, it's just... I don't know, just makes you kind of feel good."
1565,Hello. Jim?,"What's up, buddy?"
1566,"What's up, buddy?",This is not funny. Why is my stuff in here?
1567,This is not funny. Why is my stuff in here?,"Wow, that's weird. Oh, dollar for a stapler, that's pretty good."
1568,"Yeah, well, I'm not paying for my own stuff, okay? I know you did this, because you're friends with the vending machine guy.","Who, Steve?"
1569,"Who, Steve?","Yeah, Steve, whatever his name is."
1570,"Sorry. What do I want? What do I want... Oh, it's a pencil cup.","No, no, no, no, no. That's my pencil cup."
1571,"Okay, fine. Where's my wallet?","Oh, there it is. J1."
1572,"Here, you know what? You can have some nickels.","[putting quarters in] Five, ten, fifteen, twenty, twenty-five..."
1573,Where are we going this afternoon?,Ah! Ha ha ha!
1574,Yeah?,Michael.
1575,Is this an overnight?,"Maybe. The suspense is just so exciting, isn't it?"
1576,"Maybe. The suspense is just so exciting, isn't it?",Should my wife tell her boss she's not coming in tomorrow?
1577,Should my wife tell her boss she's not coming in tomorrow?,"Maybe, I don't know."
1578,"Well, no. But... okay, don't spoil it for everybody, all right? But we are going on a booze cruise on Lake Wallenpaupack.",In January?
1579,In January?,It's cheaper.
1580,This is not just another party. This is a leadership training exercise. Right? I'm going to combine elements of fun and motivation and education into a single mind-blowing experience.,It is now time to unveil the destination of this year's retreat. We are going on a harbor cruise of Lake Wallenpaupack. It's a booze cruise!
1581,I have a test for business school tomorrow night. Is it okay if I skip the cruise and study for that?,"No. This is mandatory. But don't worry, you know what? You're gonna learn plenty. This is gonna turn your life around, Ryan."
1582,"No. This is mandatory. But don't worry, you know what? You're gonna learn plenty. This is gonna turn your life around, Ryan.",I'm already in business school.
1583,"Wait, Michael?",Yeah?
1584,Yeah?,Why did you tell us to bring a bathing suit?
1585,Why did you tell us to bring a bathing suit?,To throw you off the scent.
1586,"Well, that's not my fault, okay? Just.. we're not going to pay for a bathing suit. Okay, I know what you're all thinking, 'Who is this smart little cookie?' Her name is Brenda... something, and she is from corporate. And she is here, like you, to learn from what I have to say.","I am a great motivational speaker. I attended a Tony Robbins event by the airport last year, and... it wasn't the actual course. You have to pay for the actual course. But it talked about the actual course. And I've incorporated a lot of his ideas into my own course."
1587,"Now, on this ship that is the office, what is a sales department? Anyone?",How about the sales department is the sails?
1588,How about the sales department is the sails?,"Yes, Darryl, the sales department makes sales. Good. Let me just explain. I see the sales department as the furnace."
1589,A furnace?,"Yeesh, how old is this ship?"
1590,"Yeesh, how old is this ship?",How about the anchor?
1591,How about the anchor?,What does the furnace do?
1592,What does the furnace do?,"All right, let's not get hung up on the furnace. This just... it's the sales... I see the sales department down there. They're in the engine room, and they are shoveling coal into the furnace, right? I mean, who saw the movie Titanic? They were very important in the movie Titanic. Who saw it? Show of hands!"
1593,"All right, let's not get hung up on the furnace. This just... it's the sales... I see the sales department down there. They're in the engine room, and they are shoveling coal into the furnace, right? I mean, who saw the movie Titanic? They were very important in the movie Titanic. Who saw it? Show of hands!",I'm not really sure what movie you're talking about. Are you sure you got the title right?
1594,I'm not really sure what movie you're talking about. Are you sure you got the title right?,Titanic?
1595,Titanic?,I think you're thinking of The Hunt for Red October.
1596,What?,"The... no, no. No, I didn't... okay. Well, okay, in a nutshell, what I'm saying is... leadership. We'll talk more about that on the boat. Ship."
1597,"In an office, when you are ranking people, manager is higher than captain. On a boat, who knows? It's nebulose.","Hey, look! I'm king of the world!"
1598,"Well, we might, okay? Please let me finish, okay? Thank you. So, the Coast Guard requires that I tell you where the safety exits are. On this ship, it's very easy. Anywhere over the side. [Dwight laughs loudly.] Not only am I your ship captain, I am also your party captain! Whoo! We're gonna get it going in just a few minutes here...",I'm your party captain too! And you are gonna put on your dancing shoes later on! So we are gonna...
1599,"Please, okay?","If the boat's a-rockin', don't come knockin'!"
1600,"Your company's employees are not the only people on the boat tonight, okay?",We're all gonna have a good time tonight!
1601,Why don't you let me and my crew do our job. You just sit back and have a good time. All right?,Hm? Okay. Yep.
1602,Hm? Okay. Yep.,"You guys, it's like we're in high school and we're at the cool table. Right?"
1603,"You guys, it's like we're in high school and we're at the cool table. Right?",Yeah.
1604,"Pam, were you a cheerleader?","No, she was totally Miss Artsy-Fartsy in high school. She wore the turtleneck and everything!"
1605,Where did you go to school?,Bishop O'Hara.
1606,"Piss slop who cares-a? We played you! You... you really look familiar. Did you... you cheered for them, didn't you?","Um, no."
1607,Having fun?,Yeah. Everybody's really nice.
1608,When are you going to start the presentation?,"Well, we already sort of started it back at the office and on the dock with the Gilligan thing, so... right now, I was thinking. Yes. Okay, listen up all you Dunder-Mifflinites! I would like to talk to you all about life preservers. Now, one important life preserver in business is IT support."
1609,All right! I need a volunteer to come up here and hold my stick. Who's it gonna be?,Me.
1610,"Hey, I got an idea! How would you like to steer the ship, Dwight?",Keep us on a steady course. Keep a sharp eye out. I'm counting on you!
1611,[singing] What do you do with a drunken sailor? What do you do with a drunken sailor? What do you do with a drunken sailor early in the morning?,"Hey, come inside and talk to me."
1612,"I can't. Do you want us to run aground, woman?!",[chanting] Snorkel shot! Snorkel shot!
1613,"Whoo! Who's next? Come on, Pam! Come on! Come on!","No, I'm not going to do that."
1614,"Hey, why don't we find like a quieter place to hang out?",I've just gotta wait for Darryl to do his shot. Just a minute. Come on! [chanting] Darryl! Darryl!
1615,"I mean, I don't know. So... what's it like dating a cheerleader?","Oh, um... [A long silence.]"
1616,"So, what's this presentation all about?","Ah! See, this is of general interest. It is about priorities and making decisions, using the boat as an analogy. What is important to you? If the boat is sinking, what do you save?"
1617,"Ah! See, this is of general interest. It is about priorities and making decisions, using the boat as an analogy. What is important to you? If the boat is sinking, what do you save?",Women and children.
1618,I'd like to be engaged. How did you manage to pull that off?,"Uh, I've been engaged for three years, and there's no end in sight. So... you don't wanna ask my advice."
1619,"Suppose your office building's on fire. Jim, who would you save?","Um... let's see, uh...  The customer. Because the customer is king."
1620,"When you were in the Navy, did you ever almost die?","Oh yeah, oh yeah. And I wasn't thinking about some customer. I was thinking about my first wife. The day I got back on shore, I married her."
1621,You know what? I would save the receptionist. I just wanted to clear that up.,"Hello, everybody, could I have your attention for just a second? Could you listen to me for a second? We were up at the front, and we were talking about what's really important, and... Pam, I think enough is enough. I think we should set a date for our wedding. How about June 10th? Come on, let's do it! Come on, Pam!"
1622,"Hello, everybody, could I have your attention for just a second? Could you listen to me for a second? We were up at the front, and we were talking about what's really important, and... Pam, I think enough is enough. I think we should set a date for our wedding. How about June 10th? Come on, let's do it! Come on, Pam!","I don't want to take credit for this, but Roy and I were just having a conversation about making commitments and making choices. Right? Did I motivate you?"
1623,"I don't want to take credit for this, but Roy and I were just having a conversation about making commitments and making choices. Right? Did I motivate you?","No, it was Captain Jack."
1624,Do you think that'll ever be us?,No.
1625,What is wrong with you? Why did you even bring me here tonight?,I don't know. Let's break up.
1626,Whoa. What?,This is where Captain Jack drives the boat.
1627,Seasick? Captain Jack says you should look at the Moon.,Captain Jack is a fart face. I'm on medication.
1628,Really? What?,"Vomicillin. Okay. All right. It's time to be boss. It's time to motivate. Let's blow some minds here. Okay, guys, guys, cool it. Everybody, Dunder-Mifflin Scranton employees, Brenda, I have some very, very urgent news I need to tell everybody right now. Listen up. The ship is sinking! Okay? We're going down, right now. Just wrap your heads around the reality of that. Shh, please! Everybody, it's my turn now, okay? Captain Jack is gone. In five minutes, this ship is going to be at the bottom of the lake! And there aren't enough spaces on the lifeboat! Who are we gonna save? Do we save sales? Do we save customer service? Do we save accounting? This is a business scenario. Right? It's a scary... it's a..."
1629,"Vomicillin. Okay. All right. It's time to be boss. It's time to motivate. Let's blow some minds here. Okay, guys, guys, cool it. Everybody, Dunder-Mifflin Scranton employees, Brenda, I have some very, very urgent news I need to tell everybody right now. Listen up. The ship is sinking! Okay? We're going down, right now. Just wrap your heads around the reality of that. Shh, please! Everybody, it's my turn now, okay? Captain Jack is gone. In five minutes, this ship is going to be at the bottom of the lake! And there aren't enough spaces on the lifeboat! Who are we gonna save? Do we save sales? Do we save customer service? Do we save accounting? This is a business scenario. Right? It's a scary... it's a...",Hey! Hey! What the hell is going on here?
1630,Hey! Hey! What the hell is going on here?,"It's a predicament, and it's something that each and every one of us has to think about."
1631,"I'm in the brig. See? The boat's not as corporate-friendly as advertised. What was the deal with the guy jumping overboard? What was... if he had just waited and heard what I had to say, he would be motivated right now and not all wet.",Is somebody there?
1632,Is somebody there?,What happened to you?
1633,What happened to you?,Captain Jack has a problem with authority.
1634,"Oh, right, because you announced that his ship was sinking?","He just totally lost it. If you ask me, he caused the panic."
1635,"Really? You're kidding me. You and Pam? Wow. I would have never have put you two together. You really hid it well. God! I usually have a radar for stuff like that. You know, I made out with Jan...","Yeah, I know."
1636,"Yeah? Yep. Well, Pam is cute.","Yeah. She's really funny, and she's warm. And she's just... well, anyway."
1637,Are you all packed?,"Yes, I brought my duffel bag and a sleeping bag."
1638,Where do you guys think we're going?,Definitely some place you can swim.
1639,Did you hear something?,[knocking] Yeah.
1640,Can we come in?,"Of course, yeah, yeah, yeah."
