,Question,Answer
224, Hey. What's going on?," Well, I'm not allowed to leave my desk, so we have to meet in here."
225, You know what I'm thinking?, No clubhouse.
226," Children, your problem is not that you're troubled or at-risk or bad dressers. Is that a trucker hat? Still? Come on. Your problem... is that you don't have passion for anything. My life turned around when I found my passion. And today, well I hope to inspire you with it. [clicks to turn on Christina Aguilera's Beautiful and she starts dancing, after a while she shuts off the music and sits on the table] What are we thinking? Yes, in the denim.", I think I speak for everyone when I say your weird dancing was just weird.
227," Fine. Cops make $52,000 a year. You never have to stop at a red light. And you get to carry a gun. Who wants in? Boom, boom, boom, boom, boom. Yes."," Oh, my god. You got eight kids to sign up. How did you know that would work?"
228," Oh, my god. You got eight kids to sign up. How did you know that would work?", That's what made me sign up when I was a kid.
229, You did this program?, Mm-hmm. Yeah. It does not work.
230, Fantastic. Too dramatic?, No.
231, Why are we in the bathroom?," I thought you might ask that, and I will answer in due time. But first, I know what happened to your grandma. Nothing."
232, What are you talking about?," The reason I couldn't find her is because she never existed. I had Detective Boyle make some calls, and it turns out you've done this before. Five missing persons reports in five different states. [hands Mr. Terrino the reports] Recognize this?"
233," The reason I couldn't find her is because she never existed. I had Detective Boyle make some calls, and it turns out you've done this before. Five missing persons reports in five different states. [hands Mr. Terrino the reports] Recognize this?", What are you accusing us of?
234, What are you accusing us of?," Probably insurance fraud. Definitely filing a false report and obstruction of justice. Now, you were wondering why we did this in the bathroom. It's because you're full of crap."
235," Well, the curse is over. The slump is done. Jake is back. Permission to take a selfie of the two of us, sir? [holds out phone in front of both their faces]", Permission denied.
236," So, the rabbit's foot worked, huh?"," Ah, maybe. All I know is my mind was so numb from doing all that boring data entry that my brain kind of rebooted, and I had an inspiration about one of my old cases. [deep breath] And I now see that that was your plan all along. And that you're capable of smiling."
237, You know why Boyle doesn't slump?, Because his whole life is a slump?
238, Because his whole life is a slump?," Because he doesn't let adversity get him down. He keeps grinding. If I'd given you those new cases, the second you hit a snag, you would have spiraled again. You need to stay out of your own head."
239," Okay. But, sir, I don't get it. If that was your plan, why bother with Smitty and the rabbit's foot?"," Well, there's a very good reason for that. I was, uh, I believe the term is, uh... messing with you."
240," Oh, my god. What happened to all the princess flourishes?"," Well, they were destroyed, so I turned it into a princess police station. You know, some jobs take brains, some jobs take muscles, some jobs take dainty little fingers. Did I ever tell you I had to wear a woman's wedding ring?"
241," Well, they were destroyed, so I turned it into a princess police station. You know, some jobs take brains, some jobs take muscles, some jobs take dainty little fingers. Did I ever tell you I had to wear a woman's wedding ring?"," Thank you, Boyle. I appreciate it."
242," Yeah. Speaking of, this is work. Sorry. What's up, Peralta?", Captain called. He needs everybody back. There's a lead on the nightingale strangler.
243, Okay. Where are you?," Apparently has the world's smallest pen1s and doesn't know how to use it... Hi, there, I'm Jake Peralta, Amy's boss. That's not true."
244, What are you doing here?, I'm here on a date. Who is now leaving. Worth it. Have a great night.
245," And with a record five felonies solved in one week, Peralta pulls ahead. Did you guys hear that I solved five felonies in a week?", We heard.
246, Really? How?," Five felonies in one week! Light 'em up, Boyle."
247," Something to share with the rest of us, Santiago?"," No, sir, I wasn't... Peralta was the one that was talking. God, you must have been the worst fourth grader ever."
248," Santiago, anything else?", No.
249, No?, Uh-uh.
250, So you were just borrowing those cars?, Ask about his bank account. Ask about his bank account! Ask him about his bank...
251," Me too. So I have an eyewitness in the purse-snatcher case. Only problem is, the sketch artist is out sick. How do you want me to proceed?"," Figure it out, Santiago. It's your case."
252, Are you bowing?, No. This is how I walk.
253," What do you need, Quasimodo? I gotta go meet with Boyle and Peralta.", Is there something wrong with the Captain? It seems like he's in a bad mood.
254, Is there something wrong with the Captain? It seems like he's in a bad mood., I don't know. Who can tell?
255, I don't know. Who can tell?," You all right, Captain? Tough weekend?"
256," You all right, Captain? Tough weekend?", I went to Barbados with my husband. We wove hats out of Palm fronds and swam with the stingrays. I've never been happier.
257, What do we got?," Sorry, sorry. You're the primary, you're in charge."
258,"What are you thinking, Boyle?", All ri...
259," I'm calling natural causes. We got heart medicine over here, home defibrillator. And a frequent customer gift basket from the cardiac wing of Brooklyn Methodist. This case is open and shut. Just like his mouth was, constantly. That was my last fat joke. Okay? Diaz, check and see if there's any more meds in the bathroom. Boyle, see what you can find in the bedroom. I'll take the kitchen."," Yep, that's exactly what I was gonna say. It's... it's so weird. He's so good at knowing what I'm gonna tell him to do, he just does it. It's weird."
260," Hey, sergeant. You know how you're really good at doodling?"," I know you think you're complimenting me, but calling them doodles is an insult. You a big fan of Picasso's doodles?"
261," I know you think you're complimenting me, but calling them doodles is an insult. You a big fan of Picasso's doodles?", Sorry. Can you please draw a perp for me? The sketch artist is out sick and the Captain wants this done right away. He's in a bad mood.
262, Sorry. Can you please draw a perp for me? The sketch artist is out sick and the Captain wants this done right away. He's in a bad mood., Is he? I can never read him.
263, Is he? I can never read him.," You look chipper, Captain. You have a fun weekend?"
264," You look chipper, Captain. You have a fun weekend?", There was a small fire in my home. I lost many photo albums of treasured memories. I'm devastated.
265, Any signs of forced entry or a struggle?, No.
266, You sure about that? Looks like maybe his belt had a pretty epic struggle with his stomach.," I'm telling you, he and I have a connection and there is something bothering him. Can you help me out?"
267," I'm telling you, he and I have a connection and there is something bothering him. Can you help me out?"," Great. Ma'am, can you please describe the perp to sergeant Jeffords?"
268," Great. Ma'am, can you please describe the perp to sergeant Jeffords?"," Yeah, he had, um, dark, curly hair, and a neck tattoo..."
269," Wait, wait, wait. Slow down. Let's start with the eyes. Were they desperate? Lonely? Did they betray heartache?", They were brown.
270, Do you even want your purse back?, So far you've managed to tell three fat jokes and completely bulldoze Charles. Is that your idea of being a good secondary?
271, So far you've managed to tell three fat jokes and completely bulldoze Charles. Is that your idea of being a good secondary?," First off, I've told four. And second, I'm helping. I mean, I started cataloguing the contents of the fridge, but it turns out there's not enough paper on earth. Five fat jokes. Thanks, Arnie. [Laughs] See, Arnie thinks I'm doing great."
272," I'm so sorry for your loss, Mrs. Patterson. Can you talk about what happened after breakfast?"," I took the dog for a walk. When I came back, he was dead. I'm just in shock. We were going on a cruise together next week. He had pre-purchased the unlimited soda package."
273, You all right?, What's up?
274, What's up?, How's the Patterson case looking?
275, How's the Patterson case looking?," It looks like natural causes, but I'll know for sure once I get the autopsy results tomorrow. Jake volunteered to follow up with the M.E. My man is all over it."
276," Hey, Jake. Have you heard anything from the M.E.? She hasn't sent the autopsy report."," Oh, that's strange. Maybe probably a bunch more people died and she got super busy? That's definitely what happened."
277," Oh, that's strange. Maybe probably a bunch more people died and she got super busy? That's definitely what happened."," Okay, just let me know when she calls. You got it."
278," Hey, can I ask you guys something? Can you keep a secret?", Do you know anything about my life?
279, Do you know anything about my life?," No, I do not. Good point. Okay, so you know the new medical examiner? I kinda had s*x with her last night."
280," No, I do not. Good point. Okay, so you know the new medical examiner? I kinda had s*x with her last night.", What?
281, What?," Oh, sorry, I forgot who I was talking to. s*x is something that two adults do with their bodies when they're attracted to each other."
282," He's right, Santiago. Do you not know that?"," I meant, what were you thinking? She was supposed to be doing an autopsy for your primary, Charles."
283," I meant, what were you thinking? She was supposed to be doing an autopsy for your primary, Charles."," The guy died of natural causes. What's the big deal? Anyways, back to last night. As you would imagine, I'm normally up for pretty much anything in the bedroom, but I can't tell if what happened was weird or sexy."
284," The guy died of natural causes. What's the big deal? Anyways, back to last night. As you would imagine, I'm normally up for pretty much anything in the bedroom, but I can't tell if what happened was weird or sexy.", Wait. Close your eyes.
285, What are you doing?, rI like 'em cold.
286, Cold? Like a dead guy?, You're reading into that.
287, Am I?, You have a really nice chest.
288," All right. Wait, that's bad, right?"," Yeah, it is. Oh, no."
289," Oh, what do we have here?", A 34-year-old caucasian male who is dead. Very dead.
290, Mmm. Cause of death?, Initial assessment
291, But what do I find when I probe a little farther?, Bruising around the neck. And ocean water in the lungs.
292," Ooh, how long have you been dead, body?", Four days.
293," Rosa, what's your call? Weird or sexy?", Weird.
294, I knew it. But also kinda sexy?," No. Weird. But more importantly, that's what you were doing while Charles was grinding through paperwork?"
295," No. Weird. But more importantly, that's what you were doing while Charles was grinding through paperwork?"," Told ya. Worst secondary in the unit. What do you guys want from me? You know, I take over a crime scene, I'm a bad secondary. I blow off work to have s*x with a hot coroner, I'm a bad secondary. I can't win."
296," Told ya. Worst secondary in the unit. What do you guys want from me? You know, I take over a crime scene, I'm a bad secondary. I blow off work to have s*x with a hot coroner, I'm a bad secondary. I can't win.", What are you guys talking about?
297, What are you guys talking about?," Um, just weird s*x stuff that has nothing to do with work."
298," Sarge, all of these are fine. How much longer are you gonna work on this?", It's questions like that that made Van Gogh cut off his ear. You can't put a clock on art. Ten minutes.
299," Well, how do you even know he's in a bad mood? I mean, it's impossible to read that guy."," This is the most incompetent, worthless report I have ever read in my life! Get your act together or, so help me God, you won't live to see retirement!"
300," It's like, ""what's that guy thinking?"" You know?"," I can read him. And if anyone can figure out what's bothering him, it's me. He and I are exactly the same. Except that I'm younger, Cuban, female, single, and straight."
301, Captain Holt's not gay. Captain Holt's gay?," Seriously, man, just retire."
302," Boyle, where's my paperwork on that DOA? Still waiting on the autopsy report. Supposed to come in first thing this morning, but so far, nothing.", This is unacceptable. I'll call the M.E. and find out what happened.
303," Rosa, can I show you something? What's up? Patterson's wife told me that they were going on a cruise together next month, but her credit card bill shows only one ticket booked. Either she's lying or she knew he was gonna die."," Huh, nice find, Boyle."
304, This could be a murder. Where's that autopsy? Jake went down to the M.E. an hour and a half ago. He still hasn't got back to me., Jake went to get the autopsy report?
305, Jake went to get the autopsy report?," I know. Isn't he the best? I mean, he's really coming into his own as a secondary. I wanna get him something nice. Does he come across more as a Pinot guy or more of a Shiraz?"
306," I know. Isn't he the best? I mean, he's really coming into his own as a secondary. I wanna get him something nice. Does he come across more as a Pinot guy or more of a Shiraz?", You know what? We better go down there. See what's holding him up.
307, You know what? We better go down there. See what's holding him up., Good call.
308," Huh. So it is. Well, how can I help you?"," Uh, we came by to get that autopsy report. Hmm. Is Detective Peralta here? I haven't seen him. Thanks for coming by."
309," Uh, we came by to get that autopsy report. Hmm. Is Detective Peralta here? I haven't seen him. Thanks for coming by.", Hold on. Found him.
310," Ah, thank goodness you're here. I am so lost. Do you know where the vending machines are?"," Look, it's not what it seems like. Yes, it is. Yes, it is. Here's what happened. I came down here to get the autopsy report and in conclusion, here we are. Now if you'll excuse me..."
311," Wait, like a murder murder, or, like, his mouth murdered him by making him eat so much food that his heart exploded?", Murder murder.
312," You guys have been down here for two hours. What, did you have s*x 40 times?"," 40 times? No, Charles, like... Look, I'm sorry. We didn't know it was a homicide."
313," 40 times? No, Charles, like... Look, I'm sorry. We didn't know it was a homicide."," Well, it shouldn't matter. I'm your primary and I asked you to do something. So if it's okay, I'd like to be upset with you."
314," It's more than okay. It's okay times two. Now, Dr. Rossi, will you please perform the autopsy for us right now?"," Actually, with a body this size, I'd need my assistant, and I gave him the rest of the afternoon off when Jake showed up."
315," Guilty. Okay, fine. I will act as your assistant because I am a wonderful secondary. How gross could it be?", Just gonna need you to hold open this chest cavity for me.
316," Yep, there are some signs of stress on the heart, but that's not surprising. Oh, will you look at that stomach lining? God, that is just a beaut.", Ugh.
317, Caught him?," Yes, sir. He was easy to pick up. He looked just like the sergeant's sketch."
318, You think I should draw caricatures? That's garbage art! I don't draw giant-head people on surfboards!, I'm saying you could. You're that good.
319," Sarge, I need you to do one more drawing for me. What? It'll cheer the Captain up. He'll be over the moon. He may even lean back in his chair a little and nod slightly."," This is a lot of pressure. If I'm gonna do this, it has to be done right. Scully, get me my oils."
320, Paint or massage? I'll get both.," You know, this is one of the most unhealthy people I've ever seen. It's like cutting into a big, overstuffed ravioli. Sure you want me to keep digging?"
321," You know, this is one of the most unhealthy people I've ever seen. It's like cutting into a big, overstuffed ravioli. Sure you want me to keep digging?"," Unfortunately, yes. If the primary on this case says it's a murder, we have to treat it like a murder."
322, Okay. Here we go. Oh. Wanna see something cool?, No.
323," You know what that was? That was the air releasing from the large intestine. [Sighs] In the biz, we call that ""the death bubble."" It's pretty cool. Here, you wanna hold it?", No!
324," But you would have me hang a baroque oil painting of myself like I'm a north Korean dictator. What? No ornate gold frame? Why am I not astride my noble steed, clad in armor? We could add a horse. You just wasted your time, Terry's time, and now my time on this when you should have been filing a report on the purse-snatcher."," Oh, I did. It's already in the system."
325," Nope. Sorry. The spell has worn off. No more weird dead guy s*x for me ever again. It's nothing personal, I just think s*x is for the living. Isn't that right, buddy? Oh, my God, he has no eyes! Oh, that is terrifying."," What now, Santiago?"
326," What now, Santiago?", I figured out why you've been so tense. You're worried about the monthly crime statistics.
327," Noted. My only question is, why'd you do it?"," Um, he drove me to it. He had affair after affair. He was a real don Juan."
328, Permission to make a fat joke?, Granted.
329," Are you sure you didn't mean ""don flan""? Thanks."," Nice. Mrs. Patterson, you are under arrest for the murder of your husband."
330," I agree, it is a wonderful moment. What a wonderful moment. Rosa, do you agree?", It's all right. It's all right
331, You sure you're not just sneaking off for more weird dead guy s*x?," We will never speak of that again. Never. Okay, bye."
332," God. Crazy day, huh?", I hate small talk. Let's drink in silence.
